epoch,step,train_loss,val_loss
0,0,0.26247039437294006,
0,1,0.17513196170330048,
0,2,0.1425366848707199,
0,3,0.0783303827047348,
0,4,0.0597950741648674,
0,5,0.044008608907461166,
0,6,0.027342770248651505,
0,7,0.02619735337793827,
0,8,0.03151586279273033,
0,9,0.023001981899142265,
0,10,0.029807524755597115,
0,11,0.03735015168786049,
0,12,0.03313874080777168,
0,13,0.03573156148195267,
0,14,0.042519789189100266,
0,14,,0.02584247663617134
1,15,0.03718416765332222,
1,16,0.04455428197979927,
1,17,0.03598923608660698,
1,18,0.04027630016207695,
1,19,0.025455009192228317,
1,20,0.025049153715372086,
1,21,0.027669109404087067,
1,22,0.02799145318567753,
1,23,0.026453379541635513,
1,24,0.027873383834958076,
1,25,0.01788162626326084,
1,26,0.02749723009765148,
1,27,0.020181844010949135,
1,28,0.02453436516225338,
1,29,0.02398567646741867,
1,29,,0.01870904490351677
2,30,0.020887350663542747,
2,31,0.023897426202893257,
2,32,0.023761866614222527,
2,33,0.017119986936450005,
2,34,0.018927549943327904,
2,35,0.027372125536203384,
2,36,0.028695978224277496,
2,37,0.02066160924732685,
2,38,0.022543445229530334,
2,39,0.024264821782708168,
2,40,0.021115144714713097,
2,41,0.02336173690855503,
2,42,0.021889587864279747,
2,43,0.0189669206738472,
2,44,0.022319449111819267,
2,44,,0.01713666506111622
3,45,0.019396957010030746,
3,46,0.018885893747210503,
3,47,0.018117539584636688,
3,48,0.017186995595693588,
3,49,0.012832109816372395,
3,50,0.018650485202670097,
3,51,0.014131221920251846,
3,52,0.02107030525803566,
3,53,0.0274211373180151,
3,54,0.014811418019235134,
3,55,0.017862685024738312,
3,56,0.013763180002570152,
3,57,0.02597918175160885,
3,58,0.021278388798236847,
3,59,0.017839137464761734,
3,59,,0.013121995143592358
4,60,0.018281785771250725,
4,61,0.018211910501122475,
4,62,0.01962384022772312,
4,63,0.013457578606903553,
4,64,0.01768559217453003,
4,65,0.015335450880229473,
4,66,0.012997014448046684,
4,67,0.013706234283745289,
4,68,0.01634957455098629,
4,69,0.010911009274423122,
4,70,0.013740871101617813,
4,71,0.010866984724998474,
4,72,0.010448952205479145,
4,73,0.01213569100946188,
4,74,0.013604367151856422,
4,74,,0.009561654180288315
5,75,0.009535236284136772,
5,76,0.01111358217895031,
5,77,0.009708249941468239,
5,78,0.012147030793130398,
5,79,0.012801529839634895,
5,80,0.010421501472592354,
5,81,0.00884457491338253,
5,82,0.012431403622031212,
5,83,0.009452221915125847,
5,84,0.008433687500655651,
5,85,0.009056314826011658,
5,86,0.007708392105996609,
5,87,0.0077765160240232944,
5,88,0.009745564311742783,
5,89,0.009565257467329502,
5,89,,0.006744627375155687
6,90,0.009133487939834595,
6,91,0.006990822032094002,
6,92,0.007971111685037613,
6,93,0.007586898282170296,
6,94,0.007042666431516409,
6,95,0.006582018453627825,
6,96,0.007962381467223167,
6,97,0.005086312536150217,
6,98,0.005723068490624428,
6,99,0.0053612831979990005,
6,100,0.0056943814270198345,
6,101,0.005601727403700352,
6,102,0.005968315992504358,
6,103,0.004872122313827276,
6,104,0.005333874840289354,
6,104,,0.004434376489371061
7,105,0.005878009367734194,
7,106,0.004029938951134682,
7,107,0.0039810920134186745,
7,108,0.004632621072232723,
7,109,0.0036520552821457386,
7,110,0.004371959250420332,
7,111,0.0047586639411747456,
7,112,0.0033081353176385164,
7,113,0.003226631786674261,
7,114,0.004282525274902582,
7,115,0.0032678223215043545,
7,116,0.0032391068525612354,
7,117,0.0031714276410639286,
7,118,0.003243463346734643,
7,119,0.0029185700695961714,
7,119,,0.0028504333458840847
8,120,0.0029617485124617815,
8,121,0.002457944443449378,
8,122,0.0023597883991897106,
8,123,0.0026658710557967424,
8,124,0.0023136106319725513,
8,125,0.0021222797222435474,
8,126,0.0025114272721111774,
8,127,0.0019724727608263493,
8,128,0.0021216326858848333,
8,129,0.001813035923987627,
8,130,0.0016338928835466504,
8,131,0.001460955012589693,
8,132,0.0023002910893410444,
8,133,0.0014399285428225994,
8,134,0.0012301234528422356,
8,134,,0.0016775565454736352
9,135,0.001434826641343534,
9,136,0.0013067423133179545,
9,137,0.0015037328703328967,
9,138,0.0011355100432410836,
9,139,0.0012521115131676197,
9,140,0.0009431828511878848,
9,141,0.001234404742717743,
9,142,0.0009855779353529215,
9,143,0.0013976430054754019,
9,144,0.00114942726213485,
9,145,0.0007953908643685281,
9,146,0.0009415129316039383,
9,147,0.0007711182115599513,
9,148,0.0009071531821973622,
9,149,0.0006930349045433104,
9,149,,0.0010036677122116089
10,150,0.000936237454880029,
10,151,0.0008110569906421006,
10,152,0.0005216184654273093,
10,153,0.0007674777880311012,
10,154,0.0009425026946701109,
10,155,0.0006852257647551596,
10,156,0.0007773435791023076,
10,157,0.000774041167460382,
10,158,0.0006424136226996779,
10,159,0.0007830445538274944,
10,160,0.0008387475972995162,
10,161,0.0006657459307461977,
10,162,0.0007252319483086467,
10,163,0.0007941194926388562,
10,164,0.0008251966792158782,
10,164,,0.0007468368276022375
11,165,0.000776790373492986,
11,166,0.0006394939846359193,
11,167,0.0006552228005602956,
11,168,0.0006225401302799582,
11,169,0.0006957154837436974,
11,170,0.000666620850097388,
11,171,0.0006290817982517183,
11,172,0.0006155206938274205,
11,173,0.0005766372778452933,
11,174,0.0006534362910315394,
11,175,0.0006039859727025032,
11,176,0.0005023630801588297,
11,177,0.0005868709413334727,
11,178,0.0006295161438174546,
11,179,0.0005034121568314731,
11,179,,0.0005875367787666619
12,180,0.0006122509366832674,
12,181,0.00044022686779499054,
12,182,0.00045996098197065294,
12,183,0.0005318954936228693,
12,184,0.0005497284582816064,
12,185,0.0005272637354210019,
12,186,0.0005709708784706891,
12,187,0.0005565017927438021,
12,188,0.00046655131154693663,
12,189,0.0005977890687063336,
12,190,0.00046279648086056113,
12,191,0.0006154836155474186,
12,192,0.0004790759994648397,
12,193,0.0005405734409578145,
12,194,0.00036537682171911,
12,194,,0.0005027982988394797
13,195,0.0007081938092596829,
13,196,0.00043640483636409044,
13,197,0.0005129445344209671,
13,198,0.00042894590296782553,
13,199,0.00043597418698482215,
13,200,0.00046437486889772117,
13,201,0.0003931814862880856,
13,202,0.00038288021460175514,
13,203,0.00048214089474640787,
13,204,0.0003782112617045641,
13,205,0.0004407177329994738,
13,206,0.00042858795495703816,
13,207,0.00041857874020934105,
13,208,0.0005127635085955262,
13,209,0.0004195351793896407,
13,209,,0.00043897045543417335
14,210,0.0004190205072518438,
14,211,0.0004268544726073742,
14,212,0.0004480731731746346,
14,213,0.00045802065869793296,
14,214,0.0003624154778663069,
14,215,0.0003713899350259453,
14,216,0.00037933510611765087,
14,217,0.00047837410238571465,
14,218,0.0004113175964448601,
14,219,0.00045405063428916037,
14,220,0.0005014927010051906,
14,221,0.00034921933547593653,
14,222,0.000537385989446193,
14,223,0.00032055136398412287,
14,224,0.00039492451469413936,
14,224,,0.00039677819586358964
15,225,0.0003892648092005402,
15,226,0.0003074195410590619,
15,227,0.0003900421434082091,
15,228,0.00042928237235173583,
15,229,0.0003449244250077754,
15,230,0.00032590594491921365,
15,231,0.0003847799962386489,
15,232,0.00045841647079214454,
15,233,0.0003544095961842686,
15,234,0.00035843325895257294,
15,235,0.00044361347681842744,
15,236,0.0003968531673308462,
15,237,0.000408865133067593,
15,238,0.0003523446212057024,
15,239,0.0003233386669307947,
15,239,,0.00038089120062068105
16,240,0.0003583245270419866,
16,241,0.0003559539036359638,
16,242,0.0003552893758751452,
16,243,0.00040758229442872107,
16,244,0.00029851123690605164,
16,245,0.00035425787791609764,
16,246,0.0004917329642921686,
16,247,0.00040045095374807715,
16,248,0.0003440523287281394,
16,249,0.00037442008033394814,
16,250,0.00034494552528485656,
16,251,0.00032617730903439224,
16,252,0.00040196144254878163,
16,253,0.0003379922127351165,
16,254,0.00027851780760101974,
16,254,,0.0003471298550721258
17,255,0.00036680372431874275,
17,256,0.0004672030918300152,
17,257,0.0003389573539607227,
17,258,0.00035076934727840126,
17,259,0.0003178695042151958,
17,260,0.0003759782121051103,
17,261,0.0003003502788487822,
17,262,0.0003546502848621458,
17,263,0.0003927371872123331,
17,264,0.00042406661668792367,
17,265,0.00036066703614778817,
17,266,0.00032161103445105255,
17,267,0.0003030754451174289,
17,268,0.00034715948277153075,
17,269,0.00026756845181807876,
17,269,,0.0003315661451779306
18,270,0.00030052210786379874,
18,271,0.00033045775489881635,
18,272,0.0003585391095839441,
18,273,0.00033250675187446177,
18,274,0.0004068927082698792,
18,275,0.00030089649953879416,
18,276,0.00033583419281058013,
18,277,0.0003023355675395578,
18,278,0.00026920149684883654,
18,279,0.00032843140070326626,
18,280,0.00031570004648528993,
18,281,0.00033369718585163355,
18,282,0.00027373526245355606,
18,283,0.00030023782164789736,
18,284,0.0003610512940213084,
18,284,,0.0003174816956743598
19,285,0.0003060041053686291,
19,286,0.0003335720393806696,
19,287,0.00038236542604863644,
19,288,0.000289038143819198,
19,289,0.0002666918735485524,
19,290,0.0003285391430836171,
19,291,0.00027519723516888916,
19,292,0.000376419018721208,
19,293,0.0002864804118871689,
19,294,0.00029305487987585366,
19,295,0.00028413429390639067,
19,296,0.0002999324060510844,
19,297,0.0003133706341031939,
19,298,0.0002923917199950665,
19,299,0.000365728628821671,
19,299,,0.00030556568526662886
20,300,0.0002982298901770264,
20,301,0.0002830518060363829,
20,302,0.00027365144342184067,
20,303,0.0002906621084548533,
20,304,0.0002869676100090146,
20,305,0.0002833892940543592,
20,306,0.00029956098296679556,
20,307,0.00027664913795888424,
20,308,0.0003228899440728128,
20,309,0.0003563236095942557,
20,310,0.0002981594006996602,
20,311,0.0003019633295480162,
20,312,0.00024006800958886743,
20,313,0.0003013945824932307,
20,314,0.00024956444394774735,
20,314,,0.0002864611451514065
21,315,0.0002837141801137477,
21,316,0.00025044934591278434,
21,317,0.00022345830802805722,
21,318,0.0002523768343962729,
21,319,0.0003492669202387333,
21,320,0.0002446885628160089,
21,321,0.0003243196988478303,
21,322,0.00028727840981446207,
21,323,0.0002977146359626204,
21,324,0.0002548963821027428,
21,325,0.0003370205231476575,
21,326,0.0002766710240393877,
21,327,0.0002003678382607177,
21,328,0.00023876476916484535,
21,329,0.0003291768371127546,
21,329,,0.00028191006276756525
22,330,0.0002591565134935081,
22,331,0.00023910828167572618,
22,332,0.00027173629496246576,
22,333,0.00028226993163116276,
22,334,0.00024109543301165104,
22,335,0.00034920108737424016,
22,336,0.0002717101888265461,
22,337,0.0002970074419863522,
22,338,0.0002624467306304723,
22,339,0.0002132934023393318,
22,340,0.00030585224158130586,
22,341,0.00030898620025254786,
22,342,0.0002939495025202632,
22,343,0.00027966650668531656,
22,344,0.00028104594093747437,
22,344,,0.000275512837106362
23,345,0.0002497523673810065,
23,346,0.00024297647178173065,
23,347,0.00024962445604614913,
23,348,0.0003212769515812397,
23,349,0.00021915340039413422,
23,350,0.00033123561297543347,
23,351,0.0002386156120337546,
23,352,0.0002627542125992477,
23,353,0.0002720067568589002,
23,354,0.00023787893587723374,
23,355,0.0003543574712239206,
23,356,0.0002474126813467592,
23,357,0.000247317278990522,
23,358,0.00021659184130840003,
23,359,0.0002934435033239424,
23,359,,0.00026870641158893704
24,360,0.00025193244800902903,
24,361,0.00017805257812142372,
24,362,0.00027981100720353425,
24,363,0.0003317063965369016,
24,364,0.00022937481116969138,
24,365,0.0002544450981076807,
24,366,0.00031306507298722863,
24,367,0.00025734861264936626,
24,368,0.00024379052047152072,
24,369,0.0002950906928163022,
24,370,0.00018662326328922063,
24,371,0.0002616176789160818,
24,372,0.0002277343737659976,
24,373,0.00024001036945264786,
24,374,0.00020273651171009988,
24,374,,0.0002610950905364007
25,375,0.00022461182379629463,
25,376,0.00025295422528870404,
25,377,0.0002841325767803937,
25,378,0.00021745207777712494,
25,379,0.00023175841488409787,
25,380,0.0002179546281695366,
25,381,0.0001920938229886815,
25,382,0.00021150575776118785,
25,383,0.0001980735396500677,
25,384,0.00026152332429774106,
25,385,0.00024383002892136574,
25,386,0.00023926615540403873,
25,387,0.00027227785903960466,
25,388,0.0002847951836884022,
25,389,0.0003129872784484178,
25,389,,0.00025881570763885975
26,390,0.0002687023370526731,
26,391,0.0002803848183248192,
26,392,0.0002606758789625019,
26,393,0.0002726486709434539,
26,394,0.00021157992887310684,
26,395,0.00025444908533245325,
26,396,0.00022324780002236366,
26,397,0.0002444294805172831,
26,398,0.0002265622460981831,
26,399,0.00020309707906562835,
26,400,0.0001980290253413841,
26,401,0.00022822867322247475,
26,402,0.0002133277739631012,
26,403,0.00027912823134101927,
26,404,0.00021626608213409781,
26,404,,0.00025685911532491446
27,405,0.0002101131103700027,
27,406,0.00023849525314290076,
27,407,0.0002027240116149187,
27,408,0.0001828912936616689,
27,409,0.00017003116954583675,
27,410,0.0002482868148945272,
27,411,0.00024417979875579476,
27,412,0.00031548706465400755,
27,413,0.0002861639077309519,
27,414,0.00023856379266362637,
27,415,0.00021517481945920736,
27,416,0.00023328253882937133,
27,417,0.00022612854081671685,
27,418,0.00023618053819518536,
27,419,0.0001770386879798025,
27,419,,0.00024140511231962591
28,420,0.0003498508594930172,
28,421,0.00023572817735839635,
28,422,0.00027415461954660714,
28,423,0.0002460306859575212,
28,424,0.00023233427782543004,
28,425,0.0001801790203899145,
28,426,0.00020820686768274754,
28,427,0.00019757299742195755,
28,428,0.0002848519943654537,
28,429,0.00026879392680712044,
28,430,0.00020818070333916694,
28,431,0.00019937995239160955,
28,432,0.0002494025102350861,
28,433,0.00020659621804952621,
28,434,0.00022119804634712636,
28,434,,0.0002442750846967101
29,435,0.00022384907060768455,
29,436,0.0002136233524652198,
